,file,input_text,target_text
2704,CMU\AFGP-2002-600002-Trans.xml,classify:Document|||(Document page 3),other
2705,CMU\AFGP-2002-600002-Trans.xml,classify:page|||(Document page 3),other
2706,CMU\AFGP-2002-600002-Trans.xml,classify:3|||(Document page 3),other
2707,CMU\AFGP-2002-600002-Trans.xml,classify:Permanent|||Permanent Protection:,other
2708,CMU\AFGP-2002-600002-Trans.xml,classify:Protection|||Permanent Protection:,true
2709,CMU\AFGP-2002-600002-Trans.xml,classify:Barriers|||*Barriers,other
2710,CMU\AFGP-2002-600002-Trans.xml,classify:They|||They are erected according to the nature of the location.,other
2711,CMU\AFGP-2002-600002-Trans.xml,classify:are|||They are erected according to the nature of the location.,other
2712,CMU\AFGP-2002-600002-Trans.xml,classify:erected|||They are erected according to the nature of the location.,true
2713,CMU\AFGP-2002-600002-Trans.xml,classify:according|||They are erected according to the nature of the location.,true
2714,CMU\AFGP-2002-600002-Trans.xml,classify:to|||They are erected according to the nature of the location.,other
2715,CMU\AFGP-2002-600002-Trans.xml,classify:the|||They are erected according to the nature of the location.,other
2716,CMU\AFGP-2002-600002-Trans.xml,classify:nature|||They are erected according to the nature of the location.,other
2717,CMU\AFGP-2002-600002-Trans.xml,classify:of|||They are erected according to the nature of the location.,other
2718,CMU\AFGP-2002-600002-Trans.xml,classify:the|||They are erected according to the nature of the location.,other
2719,CMU\AFGP-2002-600002-Trans.xml,classify:location|||They are erected according to the nature of the location.,other
2720,CMU\AFGP-2002-600002-Trans.xml,classify:They|||They can take one of the following forms:,other
2721,CMU\AFGP-2002-600002-Trans.xml,classify:can|||They can take one of the following forms:,other
2722,CMU\AFGP-2002-600002-Trans.xml,classify:take|||They can take one of the following forms:,true
2723,CMU\AFGP-2002-600002-Trans.xml,classify:one|||They can take one of the following forms:,other
2724,CMU\AFGP-2002-600002-Trans.xml,classify:of|||They can take one of the following forms:,other
2725,CMU\AFGP-2002-600002-Trans.xml,classify:the|||They can take one of the following forms:,other
2726,CMU\AFGP-2002-600002-Trans.xml,classify:following|||They can take one of the following forms:,other
2727,CMU\AFGP-2002-600002-Trans.xml,classify:forms|||They can take one of the following forms:,other
2728,CMU\AFGP-2002-600002-Trans.xml,classify:Insert|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,true
2729,CMU\AFGP-2002-600002-Trans.xml,classify:4|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2730,CMU\AFGP-2002-600002-Trans.xml,classify:inch|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2731,CMU\AFGP-2002-600002-Trans.xml,classify:pipes|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2732,CMU\AFGP-2002-600002-Trans.xml,classify:in|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2733,CMU\AFGP-2002-600002-Trans.xml,classify:the|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2734,CMU\AFGP-2002-600002-Trans.xml,classify:ground|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2735,CMU\AFGP-2002-600002-Trans.xml,classify:at|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2736,CMU\AFGP-2002-600002-Trans.xml,classify:50|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2737,CMU\AFGP-2002-600002-Trans.xml,classify:centimeters|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2738,CMU\AFGP-2002-600002-Trans.xml,classify:apart|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2739,CMU\AFGP-2002-600002-Trans.xml,classify:and|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2740,CMU\AFGP-2002-600002-Trans.xml,classify:a|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2741,CMU\AFGP-2002-600002-Trans.xml,classify:height|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2742,CMU\AFGP-2002-600002-Trans.xml,classify:of|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2743,CMU\AFGP-2002-600002-Trans.xml,classify:one|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2744,CMU\AFGP-2002-600002-Trans.xml,classify:meter|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2745,CMU\AFGP-2002-600002-Trans.xml,classify:then|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2746,CMU\AFGP-2002-600002-Trans.xml,classify:fill|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,true
2747,CMU\AFGP-2002-600002-Trans.xml,classify:them|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2748,CMU\AFGP-2002-600002-Trans.xml,classify:with|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2749,CMU\AFGP-2002-600002-Trans.xml,classify:cement|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2750,CMU\AFGP-2002-600002-Trans.xml,"classify:-2.filled|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",true
2751,CMU\AFGP-2002-600002-Trans.xml,"classify:with|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2752,CMU\AFGP-2002-600002-Trans.xml,"classify:cement|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2753,CMU\AFGP-2002-600002-Trans.xml,"classify:and|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",true
2754,CMU\AFGP-2002-600002-Trans.xml,"classify:place|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2755,CMU\AFGP-2002-600002-Trans.xml,"classify:around|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2756,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2757,CMU\AFGP-2002-600002-Trans.xml,"classify:building|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2758,CMU\AFGP-2002-600002-Trans.xml,"classify:especially|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2759,CMU\AFGP-2002-600002-Trans.xml,"classify:at|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2760,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2761,CMU\AFGP-2002-600002-Trans.xml,"classify:entrance|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2762,CMU\AFGP-2002-600002-Trans.xml,"classify:to|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2763,CMU\AFGP-2002-600002-Trans.xml,"classify:prevent|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",unknown
2764,CMU\AFGP-2002-600002-Trans.xml,"classify:cars|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2765,CMU\AFGP-2002-600002-Trans.xml,"classify:from|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",true
2766,CMU\AFGP-2002-600002-Trans.xml,"classify:crashing|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2767,CMU\AFGP-2002-600002-Trans.xml,"classify:into|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2768,CMU\AFGP-2002-600002-Trans.xml,"classify:it|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2769,CMU\AFGP-2002-600002-Trans.xml,classify:3.are|||3.are better than road bumps because they are harder to see.,other
2770,CMU\AFGP-2002-600002-Trans.xml,classify:better|||3.are better than road bumps because they are harder to see.,true
2771,CMU\AFGP-2002-600002-Trans.xml,classify:than|||3.are better than road bumps because they are harder to see.,other
2772,CMU\AFGP-2002-600002-Trans.xml,classify:road|||3.are better than road bumps because they are harder to see.,other
2773,CMU\AFGP-2002-600002-Trans.xml,classify:bumps|||3.are better than road bumps because they are harder to see.,other
2774,CMU\AFGP-2002-600002-Trans.xml,classify:because|||3.are better than road bumps because they are harder to see.,other
2775,CMU\AFGP-2002-600002-Trans.xml,classify:they|||3.are better than road bumps because they are harder to see.,other
2776,CMU\AFGP-2002-600002-Trans.xml,classify:are|||3.are better than road bumps because they are harder to see.,true
2777,CMU\AFGP-2002-600002-Trans.xml,classify:harder|||3.are better than road bumps because they are harder to see.,true
2778,CMU\AFGP-2002-600002-Trans.xml,classify:to|||3.are better than road bumps because they are harder to see.,other
2779,CMU\AFGP-2002-600002-Trans.xml,classify:see|||3.are better than road bumps because they are harder to see.,other
2780,CMU\AFGP-2002-600002-Trans.xml,classify:The|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2781,CMU\AFGP-2002-600002-Trans.xml,classify:ditch|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2782,CMU\AFGP-2002-600002-Trans.xml,classify:should|||The ditch should be 30 centimeters deep and 20 centimeters wide.,true
2783,CMU\AFGP-2002-600002-Trans.xml,classify:be|||The ditch should be 30 centimeters deep and 20 centimeters wide.,unknown
2784,CMU\AFGP-2002-600002-Trans.xml,classify:30|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2785,CMU\AFGP-2002-600002-Trans.xml,classify:centimeters|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2786,CMU\AFGP-2002-600002-Trans.xml,classify:deep|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2787,CMU\AFGP-2002-600002-Trans.xml,classify:and|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2788,CMU\AFGP-2002-600002-Trans.xml,classify:20|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2789,CMU\AFGP-2002-600002-Trans.xml,classify:centimeters|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2790,CMU\AFGP-2002-600002-Trans.xml,classify:wide|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2791,CMU\AFGP-2002-600002-Trans.xml,classify:Passage|||Passage ways for cars and pedestrians should be designated.,true
2792,CMU\AFGP-2002-600002-Trans.xml,classify:ways|||Passage ways for cars and pedestrians should be designated.,other
2793,CMU\AFGP-2002-600002-Trans.xml,classify:for|||Passage ways for cars and pedestrians should be designated.,other
2794,CMU\AFGP-2002-600002-Trans.xml,classify:cars|||Passage ways for cars and pedestrians should be designated.,other
2795,CMU\AFGP-2002-600002-Trans.xml,classify:and|||Passage ways for cars and pedestrians should be designated.,other
2796,CMU\AFGP-2002-600002-Trans.xml,classify:pedestrians|||Passage ways for cars and pedestrians should be designated.,other
2797,CMU\AFGP-2002-600002-Trans.xml,classify:should|||Passage ways for cars and pedestrians should be designated.,true
2798,CMU\AFGP-2002-600002-Trans.xml,classify:be|||Passage ways for cars and pedestrians should be designated.,other
2799,CMU\AFGP-2002-600002-Trans.xml,classify:designated|||Passage ways for cars and pedestrians should be designated.,unknown
2800,CMU\AFGP-2002-600002-Trans.xml,classify:4.Road|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2801,CMU\AFGP-2002-600002-Trans.xml,classify:bumps|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2802,CMU\AFGP-2002-600002-Trans.xml,classify:Six|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2803,CMU\AFGP-2002-600002-Trans.xml,classify:successive|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2804,CMU\AFGP-2002-600002-Trans.xml,classify:bumps|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2805,CMU\AFGP-2002-600002-Trans.xml,classify:should|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,true
2806,CMU\AFGP-2002-600002-Trans.xml,classify:be|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2807,CMU\AFGP-2002-600002-Trans.xml,classify:constructed|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,unknown
2808,CMU\AFGP-2002-600002-Trans.xml,classify:at|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2809,CMU\AFGP-2002-600002-Trans.xml,classify:500|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2810,CMU\AFGP-2002-600002-Trans.xml,classify:meters|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2811,CMU\AFGP-2002-600002-Trans.xml,classify:from|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2812,CMU\AFGP-2002-600002-Trans.xml,classify:the|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2813,CMU\AFGP-2002-600002-Trans.xml,classify:location|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2814,CMU\AFGP-2002-600002-Trans.xml,"classify:The|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2815,CMU\AFGP-2002-600002-Trans.xml,"classify:distance|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2816,CMU\AFGP-2002-600002-Trans.xml,"classify:between|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2817,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2818,CMU\AFGP-2002-600002-Trans.xml,"classify:first|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2819,CMU\AFGP-2002-600002-Trans.xml,"classify:and|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2820,CMU\AFGP-2002-600002-Trans.xml,"classify:fourth|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2821,CMU\AFGP-2002-600002-Trans.xml,"classify:bump|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2822,CMU\AFGP-2002-600002-Trans.xml,"classify:should|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",true
2823,CMU\AFGP-2002-600002-Trans.xml,"classify:be|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",unknown
2824,CMU\AFGP-2002-600002-Trans.xml,"classify:100|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2825,CMU\AFGP-2002-600002-Trans.xml,"classify:meters|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2826,CMU\AFGP-2002-600002-Trans.xml,"classify:and|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2827,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2828,CMU\AFGP-2002-600002-Trans.xml,"classify:distance|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2829,CMU\AFGP-2002-600002-Trans.xml,"classify:between|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2830,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2831,CMU\AFGP-2002-600002-Trans.xml,"classify:fourth|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2832,CMU\AFGP-2002-600002-Trans.xml,"classify:and|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2833,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2834,CMU\AFGP-2002-600002-Trans.xml,"classify:sixth|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2835,CMU\AFGP-2002-600002-Trans.xml,"classify:should|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",true
2836,CMU\AFGP-2002-600002-Trans.xml,"classify:be|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",unknown
2837,CMU\AFGP-2002-600002-Trans.xml,"classify:50|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2838,CMU\AFGP-2002-600002-Trans.xml,"classify:meters|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2839,CMU\AFGP-2002-600002-Trans.xml,"classify:so|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2840,CMU\AFGP-2002-600002-Trans.xml,"classify:cars|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2841,CMU\AFGP-2002-600002-Trans.xml,"classify:cannot|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2842,CMU\AFGP-2002-600002-Trans.xml,"classify:travel|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",true
2843,CMU\AFGP-2002-600002-Trans.xml,"classify:fast|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2844,CMU\AFGP-2002-600002-Trans.xml,"classify:in|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2845,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2846,CMU\AFGP-2002-600002-Trans.xml,"classify:direction|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2847,CMU\AFGP-2002-600002-Trans.xml,"classify:of|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2848,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2849,CMU\AFGP-2002-600002-Trans.xml,"classify:building|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2850,CMU\AFGP-2002-600002-Trans.xml,"classify:5.Barbed|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2851,CMU\AFGP-2002-600002-Trans.xml,"classify:Wires|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2852,CMU\AFGP-2002-600002-Trans.xml,"classify:They|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
