,file,input_text,target_text
2672,CMU\AFGP-2002-600002-Trans.xml,classify:it|||It is preferable it has its own private access in order to protect it and control it better.,other
2736,CMU\AFGP-2002-600002-Trans.xml,classify:50|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2737,CMU\AFGP-2002-600002-Trans.xml,classify:centimeters|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2738,CMU\AFGP-2002-600002-Trans.xml,classify:apart|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2739,CMU\AFGP-2002-600002-Trans.xml,classify:and|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2740,CMU\AFGP-2002-600002-Trans.xml,classify:a|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2741,CMU\AFGP-2002-600002-Trans.xml,classify:height|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2742,CMU\AFGP-2002-600002-Trans.xml,classify:of|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2743,CMU\AFGP-2002-600002-Trans.xml,classify:one|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2744,CMU\AFGP-2002-600002-Trans.xml,classify:meter|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2745,CMU\AFGP-2002-600002-Trans.xml,classify:then|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2746,CMU\AFGP-2002-600002-Trans.xml,classify:fill|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,true
2747,CMU\AFGP-2002-600002-Trans.xml,classify:them|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2748,CMU\AFGP-2002-600002-Trans.xml,classify:with|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2749,CMU\AFGP-2002-600002-Trans.xml,classify:cement|||Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,other
2750,CMU\AFGP-2002-600002-Trans.xml,"classify:-2.filled|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",true
2751,CMU\AFGP-2002-600002-Trans.xml,"classify:with|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2752,CMU\AFGP-2002-600002-Trans.xml,"classify:cement|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2753,CMU\AFGP-2002-600002-Trans.xml,"classify:and|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",true
2754,CMU\AFGP-2002-600002-Trans.xml,"classify:place|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2755,CMU\AFGP-2002-600002-Trans.xml,"classify:around|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2756,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2757,CMU\AFGP-2002-600002-Trans.xml,"classify:building|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2758,CMU\AFGP-2002-600002-Trans.xml,"classify:especially|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2759,CMU\AFGP-2002-600002-Trans.xml,"classify:at|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2760,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2761,CMU\AFGP-2002-600002-Trans.xml,"classify:entrance|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2762,CMU\AFGP-2002-600002-Trans.xml,"classify:to|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2763,CMU\AFGP-2002-600002-Trans.xml,"classify:prevent|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",unknown
2764,CMU\AFGP-2002-600002-Trans.xml,"classify:cars|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2765,CMU\AFGP-2002-600002-Trans.xml,"classify:from|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",true
2766,CMU\AFGP-2002-600002-Trans.xml,"classify:crashing|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2767,CMU\AFGP-2002-600002-Trans.xml,"classify:into|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2768,CMU\AFGP-2002-600002-Trans.xml,"classify:it|||-2.filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.",other
2769,CMU\AFGP-2002-600002-Trans.xml,classify:3.are|||3.are better than road bumps because they are harder to see.,other
2770,CMU\AFGP-2002-600002-Trans.xml,classify:better|||3.are better than road bumps because they are harder to see.,true
2771,CMU\AFGP-2002-600002-Trans.xml,classify:than|||3.are better than road bumps because they are harder to see.,other
2772,CMU\AFGP-2002-600002-Trans.xml,classify:road|||3.are better than road bumps because they are harder to see.,other
2773,CMU\AFGP-2002-600002-Trans.xml,classify:bumps|||3.are better than road bumps because they are harder to see.,other
2774,CMU\AFGP-2002-600002-Trans.xml,classify:because|||3.are better than road bumps because they are harder to see.,other
2775,CMU\AFGP-2002-600002-Trans.xml,classify:they|||3.are better than road bumps because they are harder to see.,other
2776,CMU\AFGP-2002-600002-Trans.xml,classify:are|||3.are better than road bumps because they are harder to see.,true
2777,CMU\AFGP-2002-600002-Trans.xml,classify:harder|||3.are better than road bumps because they are harder to see.,true
2778,CMU\AFGP-2002-600002-Trans.xml,classify:to|||3.are better than road bumps because they are harder to see.,other
2779,CMU\AFGP-2002-600002-Trans.xml,classify:see|||3.are better than road bumps because they are harder to see.,other
2780,CMU\AFGP-2002-600002-Trans.xml,classify:The|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2781,CMU\AFGP-2002-600002-Trans.xml,classify:ditch|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2782,CMU\AFGP-2002-600002-Trans.xml,classify:should|||The ditch should be 30 centimeters deep and 20 centimeters wide.,true
2783,CMU\AFGP-2002-600002-Trans.xml,classify:be|||The ditch should be 30 centimeters deep and 20 centimeters wide.,unknown
2784,CMU\AFGP-2002-600002-Trans.xml,classify:30|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2785,CMU\AFGP-2002-600002-Trans.xml,classify:centimeters|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2786,CMU\AFGP-2002-600002-Trans.xml,classify:deep|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2787,CMU\AFGP-2002-600002-Trans.xml,classify:and|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2788,CMU\AFGP-2002-600002-Trans.xml,classify:20|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2789,CMU\AFGP-2002-600002-Trans.xml,classify:centimeters|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2790,CMU\AFGP-2002-600002-Trans.xml,classify:wide|||The ditch should be 30 centimeters deep and 20 centimeters wide.,other
2791,CMU\AFGP-2002-600002-Trans.xml,classify:Passage|||Passage ways for cars and pedestrians should be designated.,true
2792,CMU\AFGP-2002-600002-Trans.xml,classify:ways|||Passage ways for cars and pedestrians should be designated.,other
2793,CMU\AFGP-2002-600002-Trans.xml,classify:for|||Passage ways for cars and pedestrians should be designated.,other
2794,CMU\AFGP-2002-600002-Trans.xml,classify:cars|||Passage ways for cars and pedestrians should be designated.,other
2795,CMU\AFGP-2002-600002-Trans.xml,classify:and|||Passage ways for cars and pedestrians should be designated.,other
2796,CMU\AFGP-2002-600002-Trans.xml,classify:pedestrians|||Passage ways for cars and pedestrians should be designated.,other
2797,CMU\AFGP-2002-600002-Trans.xml,classify:should|||Passage ways for cars and pedestrians should be designated.,true
2798,CMU\AFGP-2002-600002-Trans.xml,classify:be|||Passage ways for cars and pedestrians should be designated.,other
2799,CMU\AFGP-2002-600002-Trans.xml,classify:designated|||Passage ways for cars and pedestrians should be designated.,unknown
2800,CMU\AFGP-2002-600002-Trans.xml,classify:4.Road|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2801,CMU\AFGP-2002-600002-Trans.xml,classify:bumps|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2802,CMU\AFGP-2002-600002-Trans.xml,classify:Six|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2803,CMU\AFGP-2002-600002-Trans.xml,classify:successive|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2804,CMU\AFGP-2002-600002-Trans.xml,classify:bumps|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2805,CMU\AFGP-2002-600002-Trans.xml,classify:should|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,true
2806,CMU\AFGP-2002-600002-Trans.xml,classify:be|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2807,CMU\AFGP-2002-600002-Trans.xml,classify:constructed|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,unknown
2808,CMU\AFGP-2002-600002-Trans.xml,classify:at|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2809,CMU\AFGP-2002-600002-Trans.xml,classify:500|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2810,CMU\AFGP-2002-600002-Trans.xml,classify:meters|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2811,CMU\AFGP-2002-600002-Trans.xml,classify:from|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2812,CMU\AFGP-2002-600002-Trans.xml,classify:the|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2813,CMU\AFGP-2002-600002-Trans.xml,classify:location|||4.Road bumps: Six successive bumps should be constructed at 500 meters from the location.,other
2814,CMU\AFGP-2002-600002-Trans.xml,"classify:The|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2815,CMU\AFGP-2002-600002-Trans.xml,"classify:distance|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2816,CMU\AFGP-2002-600002-Trans.xml,"classify:between|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2817,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2818,CMU\AFGP-2002-600002-Trans.xml,"classify:first|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2819,CMU\AFGP-2002-600002-Trans.xml,"classify:and|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2820,CMU\AFGP-2002-600002-Trans.xml,"classify:fourth|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2821,CMU\AFGP-2002-600002-Trans.xml,"classify:bump|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2822,CMU\AFGP-2002-600002-Trans.xml,"classify:should|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",true
2823,CMU\AFGP-2002-600002-Trans.xml,"classify:be|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",unknown
2824,CMU\AFGP-2002-600002-Trans.xml,"classify:100|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2825,CMU\AFGP-2002-600002-Trans.xml,"classify:meters|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2826,CMU\AFGP-2002-600002-Trans.xml,"classify:and|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2827,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2828,CMU\AFGP-2002-600002-Trans.xml,"classify:distance|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2829,CMU\AFGP-2002-600002-Trans.xml,"classify:between|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2830,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2831,CMU\AFGP-2002-600002-Trans.xml,"classify:fourth|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2832,CMU\AFGP-2002-600002-Trans.xml,"classify:and|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2833,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2834,CMU\AFGP-2002-600002-Trans.xml,"classify:sixth|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2835,CMU\AFGP-2002-600002-Trans.xml,"classify:should|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",true
2836,CMU\AFGP-2002-600002-Trans.xml,"classify:be|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",unknown
2837,CMU\AFGP-2002-600002-Trans.xml,"classify:50|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2838,CMU\AFGP-2002-600002-Trans.xml,"classify:meters|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2839,CMU\AFGP-2002-600002-Trans.xml,"classify:so|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2840,CMU\AFGP-2002-600002-Trans.xml,"classify:cars|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2841,CMU\AFGP-2002-600002-Trans.xml,"classify:cannot|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2842,CMU\AFGP-2002-600002-Trans.xml,"classify:travel|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",true
2843,CMU\AFGP-2002-600002-Trans.xml,"classify:fast|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2844,CMU\AFGP-2002-600002-Trans.xml,"classify:in|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2845,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2846,CMU\AFGP-2002-600002-Trans.xml,"classify:direction|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2847,CMU\AFGP-2002-600002-Trans.xml,"classify:of|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2848,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2849,CMU\AFGP-2002-600002-Trans.xml,"classify:building|||The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.",other
2850,CMU\AFGP-2002-600002-Trans.xml,"classify:5.Barbed|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2851,CMU\AFGP-2002-600002-Trans.xml,"classify:Wires|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2852,CMU\AFGP-2002-600002-Trans.xml,"classify:They|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2853,CMU\AFGP-2002-600002-Trans.xml,"classify:should|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",true
2854,CMU\AFGP-2002-600002-Trans.xml,"classify:be|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2855,CMU\AFGP-2002-600002-Trans.xml,"classify:placed|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",unknown
2856,CMU\AFGP-2002-600002-Trans.xml,"classify:around|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2857,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2858,CMU\AFGP-2002-600002-Trans.xml,"classify:building|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2859,CMU\AFGP-2002-600002-Trans.xml,"classify:around|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2860,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2861,CMU\AFGP-2002-600002-Trans.xml,"classify:walls|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2862,CMU\AFGP-2002-600002-Trans.xml,"classify:or|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2863,CMU\AFGP-2002-600002-Trans.xml,"classify:on|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2864,CMU\AFGP-2002-600002-Trans.xml,"classify:top|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2865,CMU\AFGP-2002-600002-Trans.xml,"classify:of|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2866,CMU\AFGP-2002-600002-Trans.xml,"classify:the|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2867,CMU\AFGP-2002-600002-Trans.xml,"classify:walls|||5.Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.",other
2868,CMU\AFGP-2002-600002-Trans.xml,classify:6.Nails|||6.Nails Obstacle,other
2869,CMU\AFGP-2002-600002-Trans.xml,classify:Obstacle|||6.Nails Obstacle,other
2870,CMU\AFGP-2002-600002-Trans.xml,classify:These|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
2871,CMU\AFGP-2002-600002-Trans.xml,classify:are|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
2872,CMU\AFGP-2002-600002-Trans.xml,classify:placed|||These are placed at the main gate in order to puncture the tires of any car crashing in.,true
2873,CMU\AFGP-2002-600002-Trans.xml,classify:at|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
2874,CMU\AFGP-2002-600002-Trans.xml,classify:the|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
2875,CMU\AFGP-2002-600002-Trans.xml,classify:main|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
2876,CMU\AFGP-2002-600002-Trans.xml,classify:gate|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
2877,CMU\AFGP-2002-600002-Trans.xml,classify:in|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
2878,CMU\AFGP-2002-600002-Trans.xml,classify:order|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
2879,CMU\AFGP-2002-600002-Trans.xml,classify:to|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
2880,CMU\AFGP-2002-600002-Trans.xml,classify:puncture|||These are placed at the main gate in order to puncture the tires of any car crashing in.,unknown
2881,CMU\AFGP-2002-600002-Trans.xml,classify:the|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
2882,CMU\AFGP-2002-600002-Trans.xml,classify:tires|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
2883,CMU\AFGP-2002-600002-Trans.xml,classify:of|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
2884,CMU\AFGP-2002-600002-Trans.xml,classify:any|||These are placed at the main gate in order to puncture the tires of any car crashing in.,other
