file	thread
data/annotation/36d45aff571e3fbe036f309c18d31668.best.xml	bolt-eng-DF-225-196010-9672038
data/annotation/61d2b0dcc730f0b4e92ae0d1929b3caf.best.xml	bolt-eng-DF-170-181110-8767587
data/annotation/19569b08f07d751d6ac4a07633653c50.best.xml	bolt-eng-DF-245-199800-13688813
data/annotation/010aaf594ae6ef20eb28e3ee26038375.best.xml	bolt-eng-DF-201-185516-352664
data/annotation/1656bbad43fee4569b5c5f14110c1342.best.xml	bolt-eng-DF-231-195129-7490160
data/annotation/4743a10c1d5f1ad35c31646049acb9db.best.xml	bolt-eng-DF-201-185522-352056
data/annotation/026bd1c7eae9f14da9480a4b88ba2fb6.best.xml	bolt-eng-DF-170-181122-8786509
data/annotation/18a89cdd00dadc593a88c924111575f1.best.xml	bolt-eng-DF-233-195234-7698067
data/annotation/3ddbad6f438c88eec387131477ffe1b9.best.xml	bolt-eng-DF-225-196010-9667880
data/annotation/2701285c791f423cd2f8fd827df9c2c9.best.xml	bolt-eng-DF-201-185516-352664
data/annotation/08ebdc5f0ec8588af38ab1684318d99c.best.xml	bolt-eng-DF-212-191667-3069759
data/annotation/11329f1cdb44019afc8f48b6fdc5376d.best.xml	bolt-eng-DF-241-201628-13986140
data/annotation/24d93564f48ae17904aa82f937db8c21.best.xml	bolt-eng-DF-225-196010-9663137
data/annotation/0c49bb860962aa0d5b8e3fc277592da0.best.xml	bolt-eng-DF-201-185522-352056
data/annotation/2d8d3572658fdb8754fdc84d2b15f302.best.xml	bolt-eng-DF-170-181103-8882762
data/annotation/0cfdfe102b7a4cb34e1a181c1d36d23d.best.xml	bolt-eng-DF-200-192448-6196495
data/annotation/3059538a2542c71687871b3444f8d921.best.xml	bolt-eng-DF-241-201628-13982883
data/annotation/018fb4e59ac5474167ffc5940d7e55e7.best.xml	bolt-eng-DF-201-185517-393516
data/annotation/0659c87d9fd3d5efd258ee6de3ba1003.best.xml	bolt-eng-DF-200-192446-3807834
data/annotation/08b0dfe15192c063055ed7db8d24c625.best.xml	bolt-eng-DF-200-192453-5804285
data/annotation/01f69c4c2206e7c3fa3706ccd5b8b350.best.xml	bolt-eng-DF-259-200782-13096251
data/annotation/02905b7ce3a6b8b0961c6c2310392ef9.best.xml	bolt-eng-DF-241-201629-14674996
data/annotation/04134f2be20afbb868d7a8292f49e277.best.xml	bolt-eng-DF-200-192451-5796283
data/annotation/0648a08469a3be9eb972f0d213562805.best.xml	bolt-eng-DF-201-185517-397037
data/annotation/086e26ec92d1cc02f3900e9ac46d6962.best.xml	bolt-eng-DF-199-192783-6841245
data/annotation/087f58983ef5e94e54024bc9f0f009ae.best.xml	bolt-eng-DF-170-181103-8886422
data/annotation/09098ae4e956a51b038876197814735e.best.xml	bolt-eng-DF-212-191667-3075858
data/annotation/0a421343005f3241376fa01e1cb3c6fb.best.xml	bolt-eng-DF-225-196010-9664627
data/annotation/0ba982819aaf9f5b94a7cebd48ac6018.best.xml	bolt-eng-DF-170-181104-8724642
data/annotation/0eb03fc279066b84ed49d44b2405469a.best.xml	bolt-eng-DF-233-195228-7849929
data/annotation/0fab386f8b6527439481f526c92341c7.best.xml	bolt-eng-DF-200-192446-3807981
data/annotation/101d0fc4a78dc1b84953ebd399b2fad5.best.xml	bolt-eng-DF-225-196010-9666572
data/annotation/11a29a0d63a79b0f5d19ccae1838b125.best.xml	bolt-eng-DF-200-192448-6194147
data/annotation/120fe19a9bc68fd85fc4963c166e9345.best.xml	bolt-eng-DF-201-185522-352056
data/annotation/130a86739522ab7c56232e798d04cbf9.best.xml	bolt-eng-DF-225-196010-9666646
data/annotation/14294db341956a71811c9dd015b04ed7.best.xml	bolt-eng-DF-202-185843-429098
data/annotation/1473ea2ded50c05b29b4f55f1b83ada3.best.xml	bolt-eng-DF-170-181103-8882774
data/annotation/15ba31cca04cc5300361f46319247c40.best.xml	bolt-eng-DF-170-181103-8886306
data/annotation/186ef6837e001cd9b97a132c86705545.best.xml	bolt-eng-DF-200-192446-3811758
data/annotation/1ae45904ad12b1540dc390e162b61235.best.xml	bolt-eng-DF-200-192451-5796300
data/annotation/1b0f90c029f75d326ea39c0371901ef4.best.xml	bolt-eng-DF-233-195234-7701244
data/annotation/1b268b27094ba9c5feb11192dad940ab.best.xml	bolt-eng-DF-225-196010-9670034
data/annotation/1d16a571f14fb1032bc19e9314a46deb.best.xml	bolt-eng-DF-170-181106-8868578
data/annotation/1f60eb9697e240af089b134b69c2042d.best.xml	bolt-eng-DF-232-195174-7426255
data/annotation/21dbe23f56aaef87fd0980234895b321.best.xml	bolt-eng-DF-199-192783-6849434
data/annotation/2251a78817e67a2adaf0722fd05c7ac0.best.xml	bolt-eng-DF-200-192446-3808280
data/annotation/22696c601df1a7359e9b629c689700ad.best.xml	bolt-eng-DF-170-181106-15949161
data/annotation/22ca1a5aa492b429d274169c54554a7c.best.xml	bolt-eng-DF-271-201897-15792501
data/annotation/23987125927d321ec6f0c30c8f453cb3.best.xml	bolt-eng-DF-200-192448-6191965
data/annotation/26175bdbe49b712d7412c273c111e813.best.xml	bolt-eng-DF-201-185522-352056
data/annotation/26542fb5b83cdb4b98a3fe31e0226b39.best.xml	bolt-eng-DF-170-181103-8882466
data/annotation/2a54459212636289034af844f8634e37.best.xml	bolt-eng-DF-231-195128-7501311
data/annotation/2aaa319d1e1a0600837d013cb84290ea.best.xml	bolt-eng-DF-200-192451-5796799
data/annotation/2ac34d012c8d909d4a29aa3f6be1f23d.best.xml	bolt-eng-DF-200-192446-3810379
data/annotation/2ac3b55a10d5395ded9e8e54c345553b.best.xml	bolt-eng-DF-245-199817-13474832
data/annotation/2b96d1172d37f60aea5ce64a0b410248.best.xml	bolt-eng-DF-200-192446-3812122
data/annotation/2ba8bbf004fe30c0a01f6fcd25f01dcc.best.xml	bolt-eng-DF-170-181106-8869384
data/annotation/2bebb50073ceefd0c9ccfdf3e07b3258.best.xml	bolt-eng-DF-225-196010-9667929
data/annotation/2c2e8b3286bd34e30a4cb57cb7e26ce5.best.xml	bolt-eng-DF-201-185522-16013556
data/annotation/2ca0238925d38f345acbf826854ea448.best.xml	bolt-eng-DF-170-181122-8787903
data/annotation/2d7d6761aad911a63a235a571fa7862f.best.xml	bolt-eng-DF-228-194843-7120157
data/annotation/2f5ee4e363c30678dc3b55caf43bc63d.best.xml	bolt-eng-DF-170-181118-8874533
data/annotation/334de29f692ef2c5460b78fcad5c6c9e.best.xml	bolt-eng-DF-225-196010-9663645
data/annotation/3446f8cbcf53eaca5692913ced012b11.best.xml	bolt-eng-DF-200-192453-5805248
data/annotation/34d49f3357eaf14c849e9cdfeb893273.best.xml	bolt-eng-DF-228-194843-7118867
data/annotation/34f729e5ac124e9898b2744a6598d50e.best.xml	bolt-eng-DF-228-194843-7119146
data/annotation/35587c6d8aa67724ba23231dd16f7b44.best.xml	bolt-eng-DF-170-181122-8787556
data/annotation/361e1c2ca3a1e21c618e0e8fab959e30.best.xml	bolt-eng-DF-201-185510-351190
data/annotation/36b12cef6f7a805e3e74a4f430129028.best.xml	bolt-eng-DF-203-185940-343685
data/annotation/376c304800b734b2a5a2c87b19eddc2a.best.xml	bolt-eng-DF-199-192909-6674527
data/annotation/37d781089c669131c5118415cf470422.best.xml	bolt-eng-DF-170-181103-8889109
data/annotation/39280a4d31d81837e17469e18a854116.best.xml	bolt-eng-DF-225-196010-9669656
data/annotation/3a0d64b5cb2bc7319e803e344dc695b5.best.xml	bolt-eng-DF-170-181103-8885491
data/annotation/3b34a76a3589417f5db02883b47280a6.best.xml	bolt-eng-DF-225-196010-9670756
data/annotation/3b4d58c0a53671c6ce03f0529bb6089d.best.xml	bolt-eng-DF-200-192446-3807752
data/annotation/3b9c27eda65c635e109a547930942486.best.xml	bolt-eng-DF-201-185522-352056
data/annotation/3dff15d768dbfe27e4d6b81fb63aee95.best.xml	bolt-eng-DF-199-192821-6702728
data/annotation/3e9bbf75058a3f16585889bb9c64a903.best.xml	bolt-eng-DF-203-185940-353667
data/annotation/3f0e2f2fb9b773bc178522a6535a9651.best.xml	bolt-eng-DF-170-181103-8883574
data/annotation/4042cd8643253f65df3a4e8de320a1c9.best.xml	bolt-eng-DF-170-181118-8874923
data/annotation/40f1f697a457e39c30ad94b7cc712c96.best.xml	bolt-eng-DF-170-181118-8875443
data/annotation/416cfc6a5717682cd35d381c5be07734.best.xml	bolt-eng-DF-199-192783-6841245
data/annotation/4175e3da216dcc8710a26359e4ecaaad.best.xml	bolt-eng-DF-200-192448-6189448
data/annotation/45b9b8f7d17ce5f352c16a339e96705f.best.xml	bolt-eng-DF-225-196010-9672009
data/annotation/428e1e095b4e6e830b47e72f133faf87.best.xml	bolt-eng-DF-170-181122-8787903
data/annotation/43341a312ffd84a4ad3c3ab0df8bcd7c.best.xml	bolt-eng-DF-170-181103-8886306
data/annotation/4622b60202cf3944119daf2be53aa74f.best.xml	bolt-eng-DF-199-192909-6670315
data/annotation/44087d95184e9d94f3948f47e9b602af.best.xml	bolt-eng-DF-170-181106-8869384
data/annotation/4764f1400fa336d1fb972719b10b939a.best.xml	bolt-eng-DF-200-192448-6189852
data/annotation/44169f6a3f5b04e8dbab2a26e572a136.best.xml	bolt-eng-DF-225-196010-9663651
data/annotation/48c498c9762046efbece8d183ed996ca.best.xml	bolt-eng-DF-225-196010-9673234
data/annotation/57b2773ab54bbc5c119a46fd9be2c4f0.best.xml	bolt-eng-DF-170-181103-8886306
data/annotation/584b6272bb8c9cc134621ff5ace8c98d.best.xml	bolt-eng-DF-201-185522-351953
data/annotation/590baa25bb1cc16c31fd02395edf6835.best.xml	bolt-eng-DF-170-181103-8888447
data/annotation/44a65adb7f74e6c99d05eb2721fd0baf.best.xml	bolt-eng-DF-170-181122-8787903
data/annotation/4a3d067b19686b281e0beb437573a28c.best.xml	bolt-eng-DF-200-192451-5796411
data/annotation/44b011cd504c9ed71beb851324db886a.best.xml	bolt-eng-DF-225-196010-9671623
data/annotation/5bac42475431a87070720e94b27cfd99.best.xml	bolt-eng-DF-200-192446-3807981
data/annotation/44fd27d40ae65547c3b584c2ff360cd7.best.xml	bolt-eng-DF-170-181106-8869384
data/annotation/4deb48e2b0ab194ce37c1bd31c73586a.best.xml	bolt-eng-DF-199-192783-6838750
data/annotation/4572d22caf3e1924f894002b724f958b.best.xml	bolt-eng-DF-170-181103-8888447
data/annotation/5bb3c2b1094912a6df7e862bb2981481.best.xml	bolt-eng-DF-200-192448-6195788
data/annotation/459f9a2b3eddd436f0232395f129dfd0.best.xml	bolt-eng-DF-170-181118-8874189
data/annotation/4df3dfff1ee1683ac6e1c2ea24ce2589.best.xml	bolt-eng-DF-170-181103-8890854
data/annotation/5bbe1c6185296d179b95810e48ee3834.best.xml	bolt-eng-DF-201-185510-351260
data/annotation/4eb58398a5c2ef35b16d885c5573b3d4.best.xml	bolt-eng-DF-170-181106-15949161
data/annotation/5c29f9e575b94c61db8ed52bdfa53843.best.xml	bolt-eng-DF-200-192451-5797408
data/annotation/4edd239ce7d1f7274154cd05081f8995.best.xml	bolt-eng-DF-200-192446-3811676
data/annotation/5cd7d603e1cf8d2c134d039dc90112f0.best.xml	bolt-eng-DF-170-181122-8792054
data/annotation/4fbb1eec7dfd5c2fefb94a2d873ddfa5.best.xml	bolt-eng-DF-200-192451-5796283
data/annotation/5d7b429073c60d53acba21bb6e7e6caa.best.xml	bolt-eng-DF-228-194843-7118908
data/annotation/4fca88a5c29716cbb7c0f9aa9b84007a.best.xml	bolt-eng-DF-170-181103-8888018
data/annotation/5dfd5bfee062cd5896b619a2b1309766.best.xml	bolt-eng-DF-240-198184-11117819
data/annotation/502c46cc149d30f9ad0c25194636dcb6.best.xml	bolt-eng-DF-170-181103-8882466
data/annotation/51d64c51a2363954454ee9e921b590ce.best.xml	bolt-eng-DF-200-192448-6189512
data/annotation/5fa0f2a7f323a781640b126978ca8a42.best.xml	bolt-eng-DF-201-185522-352056
data/annotation/52355a4167e6ac3a80d19c94ad6259a7.best.xml	bolt-eng-DF-170-181103-8883574
data/annotation/5fa7fbe87758a02a1e4591f88175ccf3.best.xml	bolt-eng-DF-201-185522-352056
data/annotation/5254f96ac3a601e99b6357c4f7627991.best.xml	bolt-eng-DF-225-196010-9663137
data/annotation/609d5112c0386dc4e5f2e90b93cb7a5f.best.xml	bolt-eng-DF-215-192297-6368043
data/annotation/52a77871923a7f86bb1a52812bc7f2e1.best.xml	bolt-eng-DF-201-185522-352056
data/annotation/63878a2b6d34b576361d2a2778f321a6.best.xml	bolt-eng-DF-170-181103-8882529
data/annotation/52e569e00b6428b94205d3dd5c457c54.best.xml	bolt-eng-DF-170-181118-8876009
data/annotation/648fc5834f73b4196b4ceb3daad954f9.best.xml	bolt-eng-DF-245-199817-13473154
data/annotation/563b1e8fcb1de7a4c0e01da9100d6e09.best.xml	bolt-eng-DF-201-185520-17201996
data/annotation/5685a6069312d52a897fe69973269338.best.xml	bolt-eng-DF-231-195137-7457397
data/annotation/6521f6bd1eb405232a5e852423722bac.best.xml	bolt-eng-DF-199-192783-6850989
data/annotation/56af144a4d1d2e662531bdfd00d3c725.best.xml	bolt-eng-DF-170-181106-8872946
data/annotation/66fba4f92d2f9d8c3bee5dfad3af9828.best.xml	bolt-eng-DF-170-181103-8889117
data/annotation/670b5425fcd1700e2c27af5f09244cb1.best.xml	bolt-eng-DF-200-192451-5797557
data/annotation/57026b7bcb8f855de3e26d572db35285.best.xml	bolt-eng-DF-203-185937-428940
data/annotation/AFP_ENG_20100414.0615.best.xml	AFP_ENG_20100414.0615
data/annotation/AFP_ENG_20100601.0724.best.xml	AFP_ENG_20100601.0724
data/annotation/APW_ENG_20090611.0697.best.xml	APW_ENG_20090611.0697
data/annotation/APW_ENG_20101231.0037.best.xml	APW_ENG_20101231.0037
data/annotation/NYT_ENG_20130422.0048.best.xml	NYT_ENG_20130422.0048
data/annotation/NYT_ENG_20130428.0140.best.xml	NYT_ENG_20130428.0140
data/annotation/NYT_ENG_20130501.0255.best.xml	NYT_ENG_20130501.0255
data/annotation/NYT_ENG_20130504.0098.best.xml	NYT_ENG_20130504.0098
data/annotation/NYT_ENG_20130506.0045.best.xml	NYT_ENG_20130506.0045
data/annotation/NYT_ENG_20130525.0040.best.xml	NYT_ENG_20130525.0040
data/annotation/NYT_ENG_20130603.0111.best.xml	NYT_ENG_20130603.0111
data/annotation/NYT_ENG_20130613.0153.best.xml	NYT_ENG_20130613.0153
data/annotation/NYT_ENG_20130619.0092.best.xml	NYT_ENG_20130619.0092
data/annotation/NYT_ENG_20130625.0044.best.xml	NYT_ENG_20130625.0044
data/annotation/NYT_ENG_20130625.0192.best.xml	NYT_ENG_20130625.0192
data/annotation/NYT_ENG_20130703.0214.best.xml	NYT_ENG_20130703.0214
data/annotation/NYT_ENG_20130709.0087.best.xml	NYT_ENG_20130709.0087
data/annotation/NYT_ENG_20130710.0155.best.xml	NYT_ENG_20130710.0155
data/annotation/NYT_ENG_20130712.0047.best.xml	NYT_ENG_20130712.0047
data/annotation/NYT_ENG_20130716.0036.best.xml	NYT_ENG_20130716.0036
data/annotation/NYT_ENG_20130716.0217.best.xml	NYT_ENG_20130716.0217
data/annotation/NYT_ENG_20130731.0133.best.xml	NYT_ENG_20130731.0133
data/annotation/NYT_ENG_20130813.0006.best.xml	NYT_ENG_20130813.0006
data/annotation/NYT_ENG_20130816.0151.best.xml	NYT_ENG_20130816.0151
data/annotation/NYT_ENG_20130822.0136.best.xml	NYT_ENG_20130822.0136
data/annotation/NYT_ENG_20130828.0147.best.xml	NYT_ENG_20130828.0147
data/annotation/NYT_ENG_20130910.0002.best.xml	NYT_ENG_20130910.0002
data/annotation/NYT_ENG_20130910.0191.best.xml	NYT_ENG_20130910.0191
data/annotation/NYT_ENG_20130914.0094.best.xml	NYT_ENG_20130914.0094
data/annotation/NYT_ENG_20131003.0269.best.xml	NYT_ENG_20131003.0269
data/annotation/NYT_ENG_20131118.0019.best.xml	NYT_ENG_20131118.0019
data/annotation/NYT_ENG_20131121.0040.best.xml	NYT_ENG_20131121.0040
data/annotation/NYT_ENG_20131121.0250.best.xml	NYT_ENG_20131121.0250
data/annotation/NYT_ENG_20131122.0237.best.xml	NYT_ENG_20131122.0237
data/annotation/NYT_ENG_20131128.0177.best.xml	NYT_ENG_20131128.0177
data/annotation/NYT_ENG_20131210.0203.best.xml	NYT_ENG_20131210.0203
data/annotation/NYT_ENG_20131220.0283.best.xml	NYT_ENG_20131220.0283
data/annotation/17a2dc40635ec239e9e16d10b6dd45e8.best.xml	web1-eng-DF-183-195742-5409283
data/annotation/2a10c5cc27e7504dc9df92396b9e28b8.best.xml	web1-eng-DF-183-195685-4581719
data/annotation/2c8bcca93da4097da338a8754e4f03b0.best.xml	web1-eng-DF-183-195681-5458136
data/annotation/2d2a4ddb1c8f4a669541704f9fb78472.best.xml	web1-eng-DF-170-181129-1943956
data/annotation/37b56b6dd846ad0dd6e8cd00ba2efaf4.best.xml	web1-eng-DF-233-195600-1475462
data/annotation/3dc7812b2b39ed067cc7c8ab1218e128.best.xml	web1-eng-DF-225-195996-5376307
data/annotation/4798bc0e166fe93893bdf2d922f06258.best.xml	web1-eng-DF-183-195890-5319283
data/annotation/4829d3d91263ed9d8801e6d94c3569a5.best.xml	web1-eng-DF-183-195726-5326951
data/annotation/565fa81d640f451b20955887a43b3a23.best.xml	web1-eng-DF-233-195516-1400818
data/annotation/5c59566e9132c060423cad5b2d1bac1e.best.xml	web1-eng-DF-241-201695-3621554
data/annotation/5c7ea2b51202d80ee37eba8a182afad3.best.xml	web1-eng-DF-225-195997-1900983
data/annotation/5e3fbf49f8301654bb4954c0f1e386a9.best.xml	web1-eng-DF-261-203985-5422656
data/annotation/635bde2afdaaf20a0bcdc3b5f79578c9.best.xml	web1-eng-DF-228-194853-1053854
data/annotation/648abb9000309b9807cc8b212c11254f.best.xml	web1-eng-DF-183-195860-5354312
data/annotation/7677d625b58ce649c8aeda2ff4a56389.best.xml	web1-eng-DF-241-201458-2900728
data/annotation/96bf72399b104346f3e79022e0c08e5a.best.xml	web1-eng-DF-170-181103-5560693
data/annotation/a68c8d0ef75bbbd2923bf7aa78b72d3e.best.xml	web1-eng-DF-183-195861-5359136
data/annotation/a9318b72c7a2ff32d459af958c7defe1.best.xml	web1-eng-DF-225-195993-2084137
data/annotation/aa003ea934a97bac86cee52b7122f1f8.best.xml	web1-eng-DF-170-181132-1903676
data/annotation/aa32f4f9534045b9f33a9599d0c1b580.best.xml	web1-eng-DF-170-181103-5520823
data/annotation/af18d29036ab0a9f8cf2742a5a1b4804.best.xml	web1-eng-DF-241-201379-5514596
data/annotation/b6b443777e5ca92aa5152f5593960fd9.best.xml	web1-eng-DF-225-196030-2761483
data/annotation/c06e8bbdf69f73a69cd3d5dbb4d06a21.best.xml	web1-eng-DF-183-195852-1526462
data/annotation/c1f185252a2837aa464e36f263d1ebe9.best.xml	web1-eng-DF-233-195474-1207335
data/annotation/c397ecd66789b905c6b1c5ef21af03ec.best.xml	web1-eng-DF-183-195729-5441907
data/annotation/ca2a6fbf721ca102c149ad6a90d5b00a.best.xml	web1-eng-DF-183-195682-3866237
data/annotation/cb156ad2a5458fabc9e093b6b5e0f97f.best.xml	web1-eng-DF-183-195685-4204154
data/annotation/cca700aed62fd497e64e507752409b41.best.xml	web1-eng-DF-241-201689-3603165
data/annotation/cf88887857b155d8822f82cad3597744.best.xml	web1-eng-DF-241-201379-3780177
data/annotation/d4698e3ad06f896058ade2e8f3a09577.best.xml	web1-eng-DF-233-195303-1476482
data/annotation/d5825f99faec1ae48589b98560a98d61.best.xml	web1-eng-DF-233-195605-1308760
data/annotation/d6bc66d7c8423368aaa8d789b5bdf5db.best.xml	web1-eng-DF-183-195755-5475852
data/annotation/dd0b65f632f64369c530f9bbb4b024b4.best.xml	web1-eng-DF-233-195519-1438703
data/annotation/edb392c8323a4f5f27cc0e59df409c68.best.xml	web1-eng-DF-199-192802-997968
data/annotation/ENG_DF_000170_20150322_F00000082_0-3740.best.xml	ENG_DF_000170_20150322_F00000082
data/annotation/ENG_DF_000170_20150327_F0000007J_0-4822.best.xml	ENG_DF_000170_20150327_F0000007J
data/annotation/ENG_DF_000183_20150318_F0000009G_13215-19498.best.xml	ENG_DF_000183_20150318_F0000009G
data/annotation/ENG_DF_000183_20150318_F0000009G_19500-21349.best.xml	ENG_DF_000183_20150318_F0000009G
data/annotation/ENG_DF_000183_20150318_F0000009G_7866-13213.best.xml	ENG_DF_000183_20150318_F0000009G
data/annotation/ENG_DF_000183_20150407_F0000009E_0-3528.best.xml	ENG_DF_000183_20150407_F0000009E
data/annotation/ENG_DF_000183_20150407_F0000009E_13238-18593.best.xml	ENG_DF_000183_20150407_F0000009E
data/annotation/ENG_DF_000183_20150408_F0000009B_0-6145.best.xml	ENG_DF_000183_20150408_F0000009B
data/annotation/ENG_DF_000183_20150408_F0000009B_11977-13151.best.xml	ENG_DF_000183_20150408_F0000009B
data/annotation/ENG_DF_000183_20150408_F0000009B_6147-11975.best.xml	ENG_DF_000183_20150408_F0000009B
data/annotation/ENG_DF_000183_20150408_F0000009C_0-5958.best.xml	ENG_DF_000183_20150408_F0000009C
data/annotation/ENG_DF_000183_20150408_F0000009C_14631-19938.best.xml	ENG_DF_000183_20150408_F0000009C
data/annotation/ENG_DF_000183_20150408_F0000009C_19940-25210.best.xml	ENG_DF_000183_20150408_F0000009C
data/annotation/ENG_DF_000183_20150408_F0000009C_25212-31026.best.xml	ENG_DF_000183_20150408_F0000009C
data/annotation/ENG_DF_000183_20150408_F0000009C_31028-35268.best.xml	ENG_DF_000183_20150408_F0000009C
data/annotation/ENG_DF_000183_20150408_F0000009C_5960-9869.best.xml	ENG_DF_000183_20150408_F0000009C
data/annotation/ENG_DF_000183_20150409_F0000009F_0-7277.best.xml	ENG_DF_000183_20150409_F0000009F
data/annotation/ENG_DF_000183_20150410_F0000009H_0-6659.best.xml	ENG_DF_000183_20150410_F0000009H
data/annotation/ENG_DF_000183_20150410_F0000009H_6661-11865.best.xml	ENG_DF_000183_20150410_F0000009H
data/annotation/ENG_DF_000261_20150319_F00000084_0-4910.best.xml	ENG_DF_000261_20150319_F00000084
data/annotation/ENG_DF_000261_20150321_F00000081_0-5527.best.xml	ENG_DF_000261_20150321_F00000081
